,,,,,,,,,,,,,,,,,,,,,,,
947 properties found,,,,,,,,,,,,,,,,,,,,,,,
Property Link,Property Name,Property Status,Type,Address,City,State,Zip,Tenant(s),Lease Term,Remaining Term,SqFt,Lot Size,Units,Price/Unit,NOI,Cap Rate,Asking Price,Price/SqFt,Price/Acre,Days on Market,Opportunity Zone,Longitude,Latitude
https://www.crexi.com/properties/1956133/new-jersey-123-tremont-ave,123 Tremont Ave,On-Market,Office,123 Tremont Ave,East Orange,NJ,7018,N/A,,,,,,,,,"$6,88,888.00 ",,,114,No,-74.2236399,40.7500043
https://www.crexi.com/properties/1842251/new-jersey-580-jersey-ave,580 Jersey Ave,On-Market,"Business for Sale, Industrial",580 Jersey Ave,New Brunswick,NJ,8901,N/A,10,10,2000,0.5,1,,,,"$3,50,000.00 ",$175.00 ,"$7,00,000.00 ",185,Yes,-74.47047207,40.47799566
https://www.crexi.com/properties/931946/new-jersey-4-building-industrial-portfolio,4 Building Industrial Portfolio,On-Market,Industrial,15 Liberty Street,Metuchen,NJ,8840,N/A,,,47048,,,,"$9,83,216.00 ",7.90%,"$1,25,00,000.00 ",$265.69 ,,1081,No,NA,NA
https://www.crexi.com/properties/2036937/new-jersey-fully-renovated-office,Fully Renovated Office,On-Market,Office,187 N Main St,Milltown,NJ,8850,Vacant,,,1984,,1,,,,"$7,15,000.00 ",$360.38 ,,64,No,-74.44323232,40.45560908
https://www.crexi.com/properties/1673188/new-jersey-243000,243000,On-Market,"Office, Land",243000,Hillsborough,NJ,8844,N/A,,,1280,,0,,,,"$2,43,000.00 ",$189.84 ,,370,No,-74.6472522,40.5106594
https://www.crexi.com/properties/1291426/new-jersey-2596-kuser-road,2596 Kuser Road,On-Market,Office,2596 Kuser Rd,Robbinsville Township,NJ,8691,N/A,,,1356,1,,,,,"$3,95,000.00 ",$291.30 ,"$3,95,000.00 ",711,No,-74.6509992,40.2060452
https://www.crexi.com/properties/2178435/new-jersey-315-lowell-ave,315 Lowell Ave,On-Market,Office,315 Lowell Ave,Hamilton Township,NJ,8619,N/A,,,6000,,,,,,"$11,95,000.00 ",$199.17 ,,4,No,-74.6890751,40.2336695
https://www.crexi.com/properties/1951877/new-jersey-downtown-chatham-office-building-for-sale,Main Street Chatham Freestanding Building for Sale,On-Market,Office,560 Main Street,Chatham,NJ,7928,N/A,,,6600,,,,,,"$17,99,999.00 ",$272.73 ,,116,No,-74.3944897,40.7464061
https://www.crexi.com/properties/1929920/new-jersey-72-78-illinois-ave-paterson-nj,"72-78 Illinois Ave, Paterson, NJ",On-Market,"Industrial, Mixed Use",72 Illinois Ave,Paterson,NJ,7503,N/A,,,4670,,,,,,"$19,99,000.00 ",$428.05 ,,134,No,-74.1509129,40.89655603
https://www.crexi.com/properties/2166840/new-jersey-davita-inc,"DaVita, Inc.",On-Market,Office,175 Righter Road,Succasunna,NJ,7876,Single,10,10,5000,0.6,,,"$1,72,050.00 ",6.25%,"$27,52,800.00 ",$550.56 ,"$45,88,000.00 ",18,No,-74.6497419,40.8651403
https://www.crexi.com/properties/1991385/new-jersey-369-passaic-avenue-fairfield-nj,369 Passaic Avenue Fairfield NJ,On-Market,"Industrial, Mixed Use, Special Purpose",369 Passaic Ave,Fairfield,NJ,7004,Vacant,,,43333,4.33,,,,,"$84,50,000.00 ",$195.00 ,"$19,51,501.15 ",89,No,-74.2731805,40.8865839
https://www.crexi.com/properties/1702315/new-jersey-1110-delsea-westville-nj-08093,"1110 Delsea, Westville, NJ 08093",On-Market,"Office, Retail, Special Purpose",1110 Delsea Dr,Westville,NJ,8093,N/A,,,2128,0.16,1,,,,"$3,79,000.00 ",$178.10 ,"$23,68,750.00 ",326,Yes,-75.1253903,39.850162
https://www.crexi.com/properties/1938216/new-jersey-the-madison---sale,The Madison - Sale,On-Market,Office,2561 Yardville Hamilton Square Rd,Hamilton Township,NJ,8690,Multi,,,5280,,8,,,,"$8,99,000.00 ",$170.27 ,,122,No,-74.66139129,40.22861743
https://www.crexi.com/properties/1672863/new-jersey-122-128-north-11th-street-newark,"122-128 North 11th Street, Newark",On-Market,Industrial,122-128 N 11th St,Newark,NJ,7107,N/A,,,,,,,,,"$23,00,000.00 ",,,371,No,-74.192336,40.75945
https://www.crexi.com/properties/715469/new-jersey-1600-sf-turn-key-medical-office,1600 SF Turn Key Medical Office,On-Market,Office,1130 US-202,Raritan,NJ,8869,N/A,,,,,,,,,"$2,14,900.00 ",,,1388,No,-74.6579614,40.5755341
https://www.crexi.com/properties/1823065/new-jersey-2313-mount-holly-road,2313 Mount Holly Road,On-Market,"Retail, Office",2313 Mt Holly Rd,Burlington Township,NJ,8016,Single,,,7000,0.91,,,,,"$14,95,000.00 ",$213.57 ,"$16,42,857.14 ",204,No,-74.8301292,40.0412732
https://www.crexi.com/properties/1898059/new-jersey-619-church-st-pleasantville-nj-08232,"619 Church St, Pleasantville, NJ 08232",On-Market,Industrial,619 Church St,Pleasantville,NJ,8232,Multi,,,6200,0.5,2,,,,"$8,49,000.00 ",$136.94 ,"$16,98,000.00 ",162,No,-74.5359649,39.3903992
https://www.crexi.com/properties/1794858/new-jersey-174-main-ave-wallington,"174 Main ave, Wallington",On-Market,Industrial,174 Main Ave,Wallington,NJ,7057,N/A,,,12500,0.34,,,,,"$26,00,000.00 ",$208.00 ,"$76,47,058.82 ",222,No,-74.1105529,40.8544736
https://www.crexi.com/properties/1615064/new-jersey-681-s-broadway-suite-1,"681 S. Broadway, Suite 1",On-Market,Office,681 S Broadway,Pennsville Township,NJ,8070,Single,,,3000,,,,,,"$1,50,000.00 ",$50.00 ,,436,No,-75.5038846,39.6159303
https://www.crexi.com/properties/2182163/new-jersey-501-9th-street,501 9th Street,On-Market,"Hospitality, Office, Retail",501 9th St,Hoboken,NJ,7030,N/A,,,835,,,,,,"$4,99,999.00 ",$598.80 ,,8,No,-74.03606506,40.74866356
https://www.crexi.com/properties/1827086/new-jersey-18-w-collings-ave,18 W. Collings Ave,On-Market,Industrial,18 W Collings Ave,Berlin Township,NJ,8091,N/A,,,18606,2.55,,,,,"$22,50,000.00 ",$120.93 ,"$8,82,352.94 ",199,No,-74.91474861,39.78913917
https://www.crexi.com/properties/271378/new-jersey-2913-route-130-south,2913 Route 130 South,On-Market,Industrial,2913 US-130,Delran,NJ,8075,N/A,,,1325,1.68,,,,,"$14,95,000.00 ","$1,128.30 ","$8,89,880.95 ",2145,No,-74.9682072,40.0095489
https://www.crexi.com/properties/2185562/new-jersey-170-kinnelon-road-kinnelon-borough-new-jersey,"170 Kinnelon Road, Kinnelon Borough, New Jersey",On-Market,Office,170 Kinnelon Rd Unit 36,Kinnelon,NJ,7405,Vacant,,,869,7.72,1,,,,"$1,29,777.00 ",$149.34 ,"$16,810.49 ",3,No,-74.38410776,40.98958387
https://www.crexi.com/properties/2012019/new-jersey-4-7th-street,4 7th Street,On-Market,"Industrial, Land",4  7th  Street,Frenchtown,NJ,8825,N/A,,,10221,0.62,0,,,,"$9,50,000.00 ",$92.95 ,"$15,32,258.06 ",78,No,-75.0637612,40.5317166
https://www.crexi.com/properties/644920/new-jersey-48-e-harmony-st,48 E Harmony St,On-Market,"Industrial, Mixed Use, Self Storage",48 E Harmony St,Penns Grove,NJ,8069,Multi,,,15000,0.562,,,,,"$12,00,000.00 ",$80.00 ,"$21,35,231.32 ",1523,No,-75.4656966,39.7297635
https://www.crexi.com/properties/411720/new-jersey-231-clarksville-road,231 Clarksville Road,On-Market,"Office, Retail",231 Clarksville Rd,West Windsor Township,NJ,8550,Multi,,,27773,5.877,11,,,7.30%,"$43,50,000.00 ",$156.63 ,"$7,40,173.56 ",1913,No,-74.6399975,40.3009147
https://www.crexi.com/properties/1981490/new-jersey-999-frontier-road,999 Frontier Road,On-Market,"Office, Industrial",999 Frontier Rd,Bridgewater,NJ,8807,Multi,9.6,,40565,,,,,,,,,93,No,-74.5738947,40.5814662
https://www.crexi.com/properties/2035200/new-jersey-willow-ridge-executive-office-park-marlton,Willow Ridge Executive Office Park-Marlton,On-Market,Office,750 NJ-73 and Ardsley Drive,Evesham,NJ,8053,Vacant,,,1821,,1,,,,"$2,49,900.00 ",$137.23 ,,65,No,-74.92039762,39.86729086
https://www.crexi.com/properties/1643622/new-jersey-distressed-mixed-use---trenton-nj,"11,180 SF Distressed Mixed Use - Trenton NJ",On-Market,"Mixed Use, Multifamily, Office, Retail",900 S Broad St,Trenton,NJ,8611,N/A,,,11180,0.12,8,,,,"$7,25,000.00 ",$64.85 ,"$60,41,666.67 ",410,No,-74.7490719,40.2067351
https://www.crexi.com/properties/263519/new-jersey-221-w-hanover-street,221 W. Hanover Street,On-Market,Office,221 W Hanover St,Trenton,NJ,8618,Vacant,,,40000,,,,,,"$42,50,000.00 ",$106.25 ,,2170,No,-74.77252,40.2226765
https://www.crexi.com/properties/1680088/new-jersey-224-smith-st-perth-amboy-transit-adjacent-asset,224 Smith St Perth Amboy Transit Adjacent Asset,On-Market,"Industrial, Mixed Use, Retail",224 Smith St,Perth Amboy,NJ,8861,N/A,,,57685,0.31,4,,,,,,,359,Yes,-74.2722637,40.510235
https://www.crexi.com/properties/2160249/new-jersey-retail-strip-center,2027-2029 Highway 35,On-Market,"Retail, Office",2027-2029 Highway 35,Wall,NJ,7719,N/A,,,15402,6.25,1,,,,"$80,00,000.00 ",$519.41 ,"$12,80,000.00 ",28,No,-74.0590666,40.1492934
https://www.crexi.com/properties/1204203/new-jersey-24-north-main,24 North Main,On-Market,"Mixed Use, Office, Retail",24 N Main St,Pennington,NJ,8534,N/A,,,6236,0.13,3,,,,"$18,50,000.00 ",$296.66 ,"$1,42,30,769.23 ",779,No,-74.791492,40.3288097
https://www.crexi.com/properties/1672307/new-jersey-jersey-shore-mixed-use-development-opportunity,Jersey Shore Mixed Use  Development Opportunity,On-Market,Office,2119 Long Beach Boulevard,Ship Bottom,NJ,8008,Single,,,4850,,,,,0.00%,"$19,25,000.00 ",$396.91 ,,372,No,-74.1826356,39.641577
https://www.crexi.com/properties/1448764/new-jersey-126-lexington-street,126 Lexington Street,On-Market,Office,126 Lexington St,Trenton,NJ,8611,N/A,,,8000,,2,,,,"$7,25,000.00 ",$90.63 ,,584,Yes,-74.76082358,40.20624867
https://www.crexi.com/properties/1189203/new-jersey-50-hollister-road,50 Hollister Road,On-Market,Industrial,50 Hollister Rd,Teterboro,NJ,7608,Vacant,,,14600,0.37,1,,,,,,,799,Yes,-74.05794459,40.8625596
https://www.crexi.com/properties/1934918/new-jersey-445-white-horse-ave-suite-100-101-hamilton---medical-office,"445 White Horse Ave, Suite 100-101 Hamilton - Medical Office",On-Market,Office,"445 White Horse Ave, Hamilton Township",Hamilton,NJ,8610,Vacant,,,2500,,,,,,"$5,50,000.00 ",$220.00 ,,122,No,-74.6997886,40.1967272
https://www.crexi.com/properties/1086733/new-jersey-601-route-37-west-units-100101-103,"601 Route 37 West, Units 100,101  103",On-Market,Office,601 NJ-37,Toms River,NJ,8755,N/A,,,3897,,3,"$1,83,333.33 ",,,"$5,50,000.00 ",$141.13 ,,911,No,-74.23026257,39.96750789
https://www.crexi.com/properties/576029/new-jersey-73-maskells-mill-road,73 Maskells Mill Road,On-Market,"Office, Special Purpose",73 Maskells Mill Rd,Salem,NJ,8079,N/A,,,6200,3.85,,,,,"$8,25,000.00 ",$133.06 ,"$2,14,285.71 ",1654,No,-75.4288658,39.4961717
https://www.crexi.com/properties/1961891/new-jersey-755-main-street,755 Main Street,On-Market,Industrial,755 Main St,Hackensack,NJ,7601,N/A,,,1094,0.14,,,,,,,,106,No,-74.0424265,40.9027837
https://www.crexi.com/properties/1626562/new-jersey-90-prospect-units-efg,The Frontenac - 90 Prospect Units EFG,On-Market,Office,90 Prospect Ave,Hackensack,NJ,7601,Single,3,3,3813,,3,,"$56,900.00 ",8.37%,"$6,80,000.00 ",$178.34 ,,431,No,-74.05698608,40.88604294
https://www.crexi.com/properties/1659757/new-jersey-2426-2428-nj-38,2426-2428 NJ-38,On-Market,"Land, Office, Retail",2426-2428 NJ-38,Cherry Hill,NJ,8002,N/A,,,34848,0.8,,,,,,,,387,No,-75.00845783,39.94140104
https://www.crexi.com/properties/1996004/new-jersey-1103-w-sherman-ave-bldg-3-unit-b,1103 W Sherman Ave 3B,On-Market,Office,1103 W Sherman Ave,Vineland,NJ,8360,Vacant,,,,10.08,1,,,,"$6,25,000.00 ",,"$62,003.97 ",82,No,-75.0501234,39.4463163
https://www.crexi.com/properties/2162741/new-jersey-163-165-main-st,163-165 Main St,On-Market,"Retail, Industrial",163-165 Main St,Peapack and Gladstone,NJ,7934,N/A,,,10082,1.51,,,,,,,,24,No,-74.6722459,40.7245838
https://www.crexi.com/properties/1697688/new-jersey-227-delsea-drive,227 Delsea Drive,On-Market,Industrial,227 Delsea Drive,Washington Township,NJ,8080,N/A,,,10000,2,,,,,"$25,00,000.00 ",$250.00 ,"$12,50,000.00 ",333,No,-75.1051342,39.7746348
https://www.crexi.com/properties/2163213/new-jersey-221-s-main-st,221 S Main St,On-Market,Office,221 S Main St,Flemington,NJ,8822,N/A,,,,,,,,,"$5,99,900.00 ",,,24,Yes,-74.8589781,40.5013225
https://www.crexi.com/properties/1991280/new-jersey-echelon-professional-plaza,Echelon Professional Plaza,On-Market,Office,1 Britton Pl,Voorhees Township,NJ,8043,Vacant,,,1400,,,,,,"$1,25,000.00 ",$89.29 ,,89,No,-75.00413217,39.84485003
https://www.crexi.com/properties/1759114/new-jersey-158---162-highland-ave,158 - 162 Highland Ave,On-Market,"Industrial, Multifamily",158 Highland Ave,Clifton,NJ,7011,Multi,,,10316,,2,,,7.79%,"$30,00,000.00 ",$290.81 ,,156,No,-74.1281049,40.8729774
https://www.crexi.com/properties/1733826/new-jersey-rivian,Rivian Service Center Build-to-Suit,On-Market,"Industrial, Mixed Use, Land",2144 E State St,Trenton,NJ,8619,Single,10,10.2,34754,8.43,,,"$14,84,027.00 ",5.00%,"$2,96,81,000.00 ",$854.03 ,"$35,20,877.82 ",287,Yes,-74.721728,40.241464
https://www.crexi.com/properties/1958511/new-jersey-1946-route-70-e-cherry-hill-nj,1946 Route 70 E Cherry Hill NJ,On-Market,Office,1946 Marlton Pike East,Cherry Hill,NJ,8003,N/A,,,1470,,1,,,,"$4,95,000.00 ",$336.73 ,,110,No,-74.96180462,39.90123605
https://www.crexi.com/properties/1747552/new-jersey-west-parkway-drive,West Parkway Drive,On-Market,Industrial,104 W Parkway Dr,Egg Harbor Township,NJ,8234,Multi,,,,,,,,,,,,255,No,-74.5628555,39.4195053
https://www.crexi.com/properties/1056663/new-jersey-professional-office-medical-building,Professional Office  Medical Building,On-Market,Office,1401 New Rd,Linwood,NJ,8221,N/A,,,6130,,4,,,,"$9,57,000.00 ",$156.12 ,,948,No,-74.582438,39.3441298
https://www.crexi.com/properties/1243880/new-jersey-2767-john-f-kennedy-boulevard,2767 John F Kennedy Boulevard,On-Market,"Land, Office, Multifamily",2767 John F Kennedy Boulevard,Jersey City,NJ,7306,N/A,,,,,0,,,0.00%,"$12,00,000.00 ",,,735,Yes,-74.0711359,40.7329808
https://www.crexi.com/properties/2007907/new-jersey-75-77-goble-st,75-77 Goble St,On-Market,Industrial,75 Goble St,Newark,NJ,7114,N/A,,,5000,,,,,,"$8,00,000.00 ",$160.00 ,,81,Yes,-74.1744102,40.7187254
https://www.crexi.com/properties/1935556/new-jersey-174-main-avenue-wallington-nj-07055,"174 Main Avenue, Wallington, NJ, 07055",On-Market,"Industrial, Land",174 Main Avenue,Wallington,NJ,7055,N/A,,,12500,,0,,,,"$26,00,000.00 ",$208.00 ,,127,No,-74.1298684,40.8597746
https://www.crexi.com/properties/1629024/new-jersey-h-a-auto-parts-salvage-yard,H  A auto parts Salvage yard,On-Market,Industrial,16 Bloomfield ave,Paterson,NJ,7503,Multi,,,3000,0.9,,,,,,,,428,No,-74.16516551,40.89436183
https://www.crexi.com/properties/2093194/new-jersey-314-rt-22,314 Rt 22,On-Market,Office,314-316 US-22,Green Brook Township,NJ,8812,N/A,,,,,,,,,"$1,99,900.00 ",,,53,No,-74.500459,40.591266
https://www.crexi.com/properties/1795091/new-jersey-369-carr-ave,"369 Carr Avenue Keansburg , NJ 07734",On-Market,"Industrial, Mixed Use, Office, Retail, Self Storage",369 Carr Ave,Keansburg,NJ,7734,Multi,,,2944,0.143,,,,0.00%,"$6,25,000.00 ",$212.30 ,"$43,70,629.37 ",221,No,-74.1319018,40.4421668
https://www.crexi.com/properties/1809840/new-jersey-138-w-broadway,138 W. Broadway,On-Market,"Retail, Industrial",138 W Broadway,Salem,NJ,8079,N/A,,,22000,,,,,,"$4,95,000.00 ",$22.50 ,,219,No,-75.4679518,39.5722948
https://www.crexi.com/properties/1789690/new-jersey-kenny-cleaners,Kenny Cleaners,On-Market,"Office, Retail, Special Purpose",1680 Pennington Rd,Trenton,NJ,8618,N/A,,,1732,,,,,,"$1,75,000.00 ",$101.04 ,,219,No,-74.77933055,40.25826974
https://www.crexi.com/properties/2158147/new-jersey-grove-street-mixed-use,Grove Street Mixed-Use,On-Market,"Mixed Use, Multifamily, Office",362 Grove St,Jersey City,NJ,7302,Multi,,,,0.13,,,"$4,01,846.00 ",6.00%,"$67,00,000.00 ",,"$5,15,38,461.54 ",31,No,-74.042566,40.7213176
https://www.crexi.com/properties/1831372/new-jersey-270-tennent-rd,270 Tennent Rd,On-Market,Industrial,270 Tennent Rd,Marlboro Township,NJ,7751,N/A,,,16000,8,,,,,,,,193,No,-74.2787447,40.3594045
https://www.crexi.com/properties/581587/new-jersey-699-rt-202,699 Rt 202,On-Market,Office,699 Rt 202,Flemington,NJ,8853,Vacant,,,6000,2.33,0,,,,"$9,95,000.00 ",$165.83 ,"$4,27,038.63 ",1646,No,-74.7454112,40.533515
https://www.crexi.com/properties/2096622/new-jersey-value-add-medical-office-110-unit-dso-2-acres,Value-Add Medical Office  110 Unit DSO  2 ACRES,On-Market,"Office, Senior Living",334 Stokes Rd,Medford,NJ,8055,Multi,,,6900,2,3,,"$2,06,889.00 ",7.50%,"$27,58,000.00 ",$399.00 ,"$13,79,000.00 ",36,No,-74.821268,39.8850142
https://www.crexi.com/properties/2092678/new-jersey-400-laurel-oak-road,400 Laurel Oak Road,On-Market,Office,400 Laurel Oak Road,Voorhees Township,NJ,8043,Vacant,,,50916,,,,,,,,,52,No,-74.9866368,39.8468378
https://www.crexi.com/properties/1883246/new-jersey-115-route-46-unit-d28-mountain-lakes,115 Route 46 Unit D28 Mountain Lakes,On-Market,Office,115 US-46,Mountain Lakes,NJ,7046,N/A,,,1234,,,,,,"$2,19,000.00 ",$177.47 ,,176,No,-74.4349761,40.8923936
https://www.crexi.com/properties/1777860/new-jersey-professional-office-building,PROFESSIONAL OFFICE BUILDING,On-Market,Office,52 N Broad St,Woodbury,NJ,8096,N/A,,,3850,,2,,,,"$3,25,000.00 ",$84.42 ,,227,No,-75.15226114,39.83945259
https://www.crexi.com/properties/1993530/new-jersey-802-prospect-street,802 Prospect Street,On-Market,Office,802 Prospect Street,Trenton,NJ,8618,N/A,,,19794,,0,,,0.00%,"$19,97,000.00 ",$100.89 ,,87,No,-74.7721948,40.2336824
https://www.crexi.com/properties/1991262/new-jersey-3-progress-street-101,3 Progress Street  101,On-Market,Office,3 Progress Street # 101,Edison,NJ,8820,N/A,,,24000,,0,,,0.00%,"$6,25,000.00 ",$26.04 ,,89,No,-74.3599501,40.5976121
https://www.crexi.com/properties/1663627/new-jersey-285-highland-cross,285 Highland Cross,On-Market,Industrial,285 Highland Cross,Rutherford,NJ,7070,N/A,,,12500,1.08,1,,,,"$52,00,000.00 ",$416.00 ,"$48,14,814.81 ",382,No,-74.0976138,40.8199902
https://www.crexi.com/properties/1681867/new-jersey-1467-lamberton-road,1467 Lamberton Road,On-Market,Industrial,1467 Lamberton Rd,Hamilton Township,NJ,8611,N/A,,,9000,7.25,,,,,,,,357,Yes,-74.7282634,40.1767238
https://www.crexi.com/properties/343884/new-jersey-3201-route-38,3201 Route 38,On-Market,"Office, Retail",3201 Route 38,Mount Laurel,NJ,8054,Multi,,,8000,1.02,8,,,,"$11,50,000.00 ",$143.75 ,"$11,27,450.98 ",1997,No,-74.8825588,39.9703803
https://www.crexi.com/properties/712488/new-jersey-810-abbott-blvd,810 Abbott Blvd,On-Market,Office,810 Abbott Blvd,Fort Lee,NJ,7024,Multi,,,18432,,16,,,5.00%,"$45,00,000.00 ",$244.14 ,,1395,No,-73.9822224,40.8316213
https://www.crexi.com/properties/1815598/new-jersey-westwind-plaza,Westwind Plaza,On-Market,Office,1903 Atlantic Ave,Manasquan,NJ,8736,Vacant,,,1343,,2,,,,"$6,50,000.00 ",$483.99 ,,213,No,-74.07634289,40.13519635
https://www.crexi.com/properties/1995430/new-jersey-riverside-commerce-center,Riverside Commerce Center,On-Market,"Office, Retail",10 E Main St Unit H,Millville,NJ,8332,Vacant,,,1200,,1,,,,"$1,59,000.00 ",$132.50 ,,85,Yes,-75.03938436,39.39540285
https://www.crexi.com/properties/1815670/new-jersey-216-stelton-road-4e,216 Stelton Road  4E,On-Market,Office,216 Stelton Road # 4E,Piscataway,NJ,8854,Vacant,,,2000,,1,,,0.00%,"$2,80,000.00 ",$140.00 ,,213,No,-74.45653891,40.5676964
https://www.crexi.com/properties/1995752/new-jersey-1246-cranbury-south-river-road,1246 Cranbury South River Road,On-Market,Office,1246 Cranbury - South River Rd,East Windsor,NJ,8512,N/A,,,19850,2.54,,,,,"$15,72,000.00 ",$79.19 ,"$6,18,897.64 ",81,No,-74.4907026,40.3319677
https://www.crexi.com/properties/1923912/new-jersey-900-route-168-building-g,900 Route 168 Building G,On-Market,Office,900 NJ-168,Washington Township,NJ,8012,Multi,,,6245,,3,,,,"$12,50,000.00 ",$200.16 ,,141,No,-75.0520459,39.7784256
https://www.crexi.com/properties/1979672/new-jersey-139-rt-526-allentown-nj,"139 Rt. 526, Allentown, NJ",On-Market,"Industrial, Mixed Use, Office, Special Purpose",139 County Rd 526,Allentown,NJ,8501,Vacant,,,3900,0.51,,,,,"$9,50,000.00 ",$243.59 ,"$18,62,745.10 ",89,No,-74.5497925,40.17268715
https://www.crexi.com/properties/1890297/new-jersey-heritage-valley-professional-condos-unit-2,Heritage Valley Professional Condos Unit 2,On-Market,Office,100 Heritage Valley Drive Unit 2,Washington Township,NJ,8080,Single,,,2904,,1,,,,"$4,49,890.00 ",$154.92 ,,170,No,-75.0847619,39.7487668
https://www.crexi.com/properties/2030635/new-jersey-2059-s-delsea-dr,2059 S DELSEA DR,On-Market,"Business for Sale, Industrial, Mixed Use, Retail",2059 S Delsea Dr,Vineland,NJ,8360,N/A,,,11726,,,,,,"$6,75,000.00 ",$57.56 ,,65,No,-75.0426742,39.4571155
https://www.crexi.com/properties/1827422/new-jersey-249-s-main-street,"249 S Main Street , 8",On-Market,"Office, Land","249 S Main Street , 8",Barnegat,NJ,8005,N/A,,,1500,,0,,,,"$5,50,000.00 ",$366.67 ,,199,No,-74.2296686,39.7461923
https://www.crexi.com/properties/1842780/new-jersey-41-ellis-street,41 Ellis Street,On-Market,"Retail, Office",41 Ellis St,Haddonfield,NJ,8033,N/A,,,2200,,,,,,"$5,99,000.00 ",$272.27 ,,184,No,-75.0306688,39.8971174
https://www.crexi.com/properties/1883909/new-jersey-491-amwell-rd,491 Amwell Rd,On-Market,Office,491 Amwell Rd,Hillsborough Township,NJ,8844,N/A,,,3011,4,1,,,,"$4,99,000.00 ",$165.73 ,"$1,24,750.00 ",175,No,-74.66194652,40.49849185
https://www.crexi.com/properties/411833/new-jersey-west-jersey-medical-plaza,West Jersey Medical Plaza,On-Market,Office,94 Brick Road,Marlton,NJ,8053,N/A,,,60800,5,,,,,,,,1750,No,-74.9179337,39.8831137
https://www.crexi.com/properties/1840588/new-jersey-346-n-harding-hwy,346 N Harding Hwy,On-Market,"Industrial, Land, Retail, Special Purpose",346 Harding Hwy,Buena,NJ,8310,N/A,,,2500,0.439,,,,,"$6,90,000.00 ",$276.00 ,"$15,71,753.99 ",188,No,-74.9454867,39.5306666
https://www.crexi.com/properties/1920594/new-jersey-1531-blackwood-clementon-rd,1531 Blackwood-Clementon Rd,On-Market,"Office, Land",1531 Blackwood-Clementon Rd,Gloucester Township,NJ,8012,N/A,,,3072,2.8,,,,,"$4,50,000.00 ",$154.62 ,"$1,60,714.29 ",144,No,-75.0451833,39.8035334
https://www.crexi.com/properties/1747596/new-jersey-afiam-avenue,Afiam Avenue,On-Market,Industrial,Afiam Avenue,Egg Harbor Township,NJ,8234,Single,,,246500,,,,,,,,,255,No,-74.663464,39.3480422
https://www.crexi.com/properties/2169865/new-jersey-renovated-private-office-frontage-on-rt-206,Renovated Private Office-Frontage on Rt 206,On-Market,"Mixed Use, Office, Retail",237 Rt 206,Sandyston,NJ,7826,N/A,,,2800,3.13,,,,,"$4,50,000.00 ",$160.71 ,"$1,43,769.97 ",16,No,-74.80115577,41.23934055
https://www.crexi.com/properties/2186548/new-jersey-56-58-fayette-st,56-58 Fayette St,On-Market,Office,56-58 Fayette St,Bridgeton,NJ,8302,N/A,,,4890,0.32,,,,,"$2,69,900.00 ",$55.19 ,"$8,43,437.50 ",2,No,-75.2402035,39.4263448
https://www.crexi.com/properties/1793726/new-jersey-forest-executive-center,Forest Executive Center,On-Market,Office,275 Forest Ave,Paramus,NJ,7652,N/A,,,45900,,,,"$11,06,424.00 ",6.61%,"$1,67,50,000.00 ",$364.92 ,,224,No,-74.0518184,40.9354876
https://www.crexi.com/properties/463420/new-jersey-700-south-clinton-avenue-trenton,700 South Clinton Avenue,On-Market,Office,700 South Clinton Avenue,Trenton,NJ,8611,Multi,,,8540,0.36,,,,,"$9,00,000.00 ",$105.39 ,"$25,00,000.00 ",1845,Yes,-74.7518573,40.2097504
https://www.crexi.com/properties/1674315/new-jersey-1-clyde-rd,1 Clyde Rd,On-Market,"Office, Land",1 Clyde Rd,Somerset,NJ,8873,N/A,,,,,0,,,,"$4,00,000.00 ",,,368,No,-74.5080818,40.4884543
https://www.crexi.com/properties/2092694/new-jersey-4730-n-crescent-blvd,4730 N Crescent Blvd,On-Market,"Retail, Industrial",4730 N Crescent Blvd,Pennsauken,NJ,8109,Single,,,13489,,,,,,"$14,50,000.00 ",$107.49 ,,52,No,-75.0621641,39.9527587
https://www.crexi.com/properties/1914674/new-jersey-class-a-31-schoolhouse-road-somerset-nj,"31 Schoolhouse Road Somerset, NJ",On-Market,Industrial,31 School House Rd,Franklin Township,NJ,8873,Single,,,74800,,,,,,,,,151,No,-74.5515424,40.5296176
https://www.crexi.com/properties/1998167/new-jersey-multi-level-warehouse-on-4895-acres,Multi-Level Warehouse on 4.895 Acres,On-Market,Industrial,2025 E Linden Ave,Linden,NJ,7036,N/A,,,,4.895,,,,,"$2,00,00,000.00 ",,"$40,85,801.84 ",81,No,-74.2294427,40.648935
https://www.crexi.com/properties/2032750/new-jersey-31-b-mountain,31 B Mountain,On-Market,Office,31 Mountain Blvd,Warren,NJ,7059,N/A,,,,,,,,,"$2,99,800.00 ",,,68,No,-74.4877764,40.6207924
https://www.crexi.com/properties/1937610/new-jersey-365-coit-st-irvington-nj,"365 Coit St, Irvington, NJ",On-Market,Industrial,365 Coit St,Irvington,NJ,7111,Single,,,25000,1.05,,,,,"$33,00,000.00 ",$132.00 ,"$31,42,857.14 ",122,No,-74.23073373,40.71245468
https://www.crexi.com/properties/1672577/new-jersey-1217-n-church-street,1217 N Church Street,On-Market,Office,1217 N Church St,Moorestown,NJ,8057,Vacant,,,3200,,,,,,,,,371,No,-74.97510701,39.97324677
